rank,Hospital,patient_count,total_billing,avg_billing
25805,"Cole, Montgomery And Moran",1,20234.69,20234.69
25806,Rodriguez-Decker,1,20234.28,20234.28
25807,Llc Ballard,1,20232.27,20232.27
25808,Mayer-Hernandez,1,20230.15,20230.15
25809,"Jackson And Lane, Dillon",1,20227.86,20227.86
25810,Ramirez-Hill,1,20227.04,20227.04
25811,"Young And Conway, Ross",1,20225.62,20225.62
25812,"Miller And Glover, Gonzalez",1,20220.61,20220.61
25813,Tucker-Young,1,20220.21,20220.21
25814,And Wade Sons,1,20219.17,20219.17
25815,And Crane Sons,1,20218.91,20218.91
25816,"Foster And Sharp, Silva",1,20218.57,20218.57
25817,Houston-Lin,1,20218.24,20218.24
25818,Ltd Hayes,1,20217.15,20217.15
25819,"Pittman Harris, Walls And",1,20215.84,20215.84
25820,"And Gallegos Perez, Lane",1,20215.79,20215.79
25821,"And Hill Watson Dennis,",1,20214.91,20214.91
25822,"Parker, Kemp Tran And",1,20214.7,20214.7
25823,"And Franco Ramirez Bentley,",1,20214.49,20214.49
25824,Meza Group,1,20213.65,20213.65
25825,Llc Sanders,2,20213.49,10106.74
25826,Thomas-Jensen,1,20212.5,20212.5
25827,Garcia-Moore,1,20211.55,20211.55
25828,Ware-Bennett,1,20210.44,20210.44
25829,"Bentley Bradshaw Johnston, And",1,20209.43,20209.43
25830,Group Hardy,2,20205.11,10102.56
25831,Inc Jacobs,2,20204.15,10102.08
25832,Moore-Taylor,1,20198.74,20198.74
25833,Jenkins-Yates,1,20196.38,20196.38
25834,"Lyons Edwards Graham, And",1,20195.79,20195.79
25835,"And Jimenez, Gonzalez Campbell",1,20195.51,20195.51
25836,Ibarra-Grant,1,20195.0,20195.0
25837,"Lane Murray And Young,",1,20192.15,20192.15
25838,"And Blackwell Young, Thompson",1,20191.25,20191.25
25839,"And Brown Burgess, Tran",1,20191.07,20191.07
25840,"Barnett Young, And Garcia",1,20190.67,20190.67
25841,Mitchell-Clayton,1,20189.5,20189.5
25842,Peterson-Martin,1,20188.11,20188.11
25843,Bartlett-Logan,1,20183.79,20183.79
25844,"Henry Garcia And Harris,",1,20182.21,20182.21
25845,Swanson-Dunn,1,20181.92,20181.92
25846,"Shaffer, And Allison Castillo",1,20180.13,20180.13
25847,"Phillips Madden, Fox And",1,20179.42,20179.42
25848,Rice-Vasquez,1,20176.95,20176.95
25849,Lucas-Anthony,1,20174.32,20174.32
25850,Webb-Carlson,1,20174.19,20174.19
25851,"Baldwin Skinner And Berger,",1,20173.59,20173.59
25852,Ross-Walker,1,20171.1,20171.1
25853,"And Harris Brewer, Young",1,20170.81,20170.81
25854,"Anderson Rivera, And Thornton",1,20170.51,20170.51
25855,Clark-Gonzalez,1,20168.01,20168.01
25856,Murray-Deleon,1,20167.36,20167.36
25857,"Carlson, Williams Olson And",1,20165.73,20165.73
25858,Sons And Cantu,1,20164.71,20164.71
25859,Johnson-Garcia,2,20163.7,10081.85
25860,Llc Boyle,1,20162.26,20162.26
25861,"Rodriguez Walters Brown, And",1,20162.17,20162.17
25862,Henderson-Cruz,1,20161.44,20161.44
25863,"Gonzales Anderson Rios, And",1,20160.35,20160.35
25864,Carrillo-Rodriguez,1,20160.35,20160.35
25865,"And Blake, Morris Clements",1,20159.5,20159.5
25866,"Gutierrez Douglas, Conley And",1,20158.75,20158.75
25867,"And Tran Miller, Lee",1,20156.23,20156.23
25868,And Shah Sons,1,20155.98,20155.98
25869,Cox-White,1,20155.38,20155.38
25870,Rich-Parker,1,20154.4,20154.4
25871,Meyers-Cole,1,20153.42,20153.42
25872,"And Mccann Snow, Fisher",1,20152.84,20152.84
25873,White-Baldwin,1,20152.16,20152.16
25874,George-Chapman,1,20150.8,20150.8
25875,"And Bennett, Davis Rice",1,20149.16,20149.16
25876,Wright-Henderson,1,20149.07,20149.07
25877,Inc Burnett,1,20148.72,20148.72
25878,"Scott, Smith And Koch",1,20147.95,20147.95
25879,Chapman-Gibbs,1,20147.47,20147.47
25880,Carter-Sanchez,1,20146.74,20146.74
25881,"Hubbard Edwards, Romero And",1,20145.93,20145.93
25882,Barnett-Harris,1,20145.25,20145.25
25883,Llc Curtis,2,20145.18,10072.59
25884,"And Bailey, Baker Lewis",1,20145.03,20145.03
25885,Herrera-Adams,1,20142.58,20142.58
25886,Bell-Garcia,1,20140.75,20140.75
25887,Steele-Bradford,1,20140.75,20140.75
25888,Ferguson-Collins,1,20139.18,20139.18
25889,"Miller Bauer Thomas, And",1,20139.03,20139.03
25890,And Garner Sons,1,20134.41,20134.41
25891,Williams-Bruce,1,20132.13,20132.13
25892,Benitez-Hall,1,20129.77,20129.77
25893,Crawford-Lee,1,20129.58,20129.58
25894,Luna-Avila,1,20128.05,20128.05
25895,Wilcox Group,1,20127.72,20127.72
25896,Medina-Williams,1,20127.19,20127.19
25897,"And Wilson Bradley Johnson,",1,20126.51,20126.51
25898,Sanders-Watkins,1,20126.47,20126.47
25899,"Smith Thomas Watson, And",1,20124.63,20124.63
25900,Chaney Group,1,20124.37,20124.37
25901,Johnson-Mcclure,1,20123.69,20123.69
25902,"And Rodriguez Smith, Williams",1,20122.48,20122.48
25903,And Sons Maxwell,1,20121.99,20121.99
25904,Williams-Martin,1,20121.12,20121.12
25905,"Gonzales, Sharp Hernandez And",1,20119.93,20119.93
25906,Blackburn-Ayala,1,20119.63,20119.63
25907,Plc Lucero,1,20118.27,20118.27
25908,Stewart-Cross,1,20117.93,20117.93
25909,Kennedy-West,1,20112.51,20112.51
25910,Mueller-Fisher,1,20107.38,20107.38
25911,Travis-Swanson,1,20105.22,20105.22
25912,Ortiz-Olson,1,20102.84,20102.84
25913,"And Nunez Watson, Brown",1,20100.8,20100.8
25914,"Wright, Perry Solomon And",1,20100.19,20100.19
25915,Llc Knox,1,20099.68,20099.68
25916,Hess-Nichols,1,20097.47,20097.47
25917,"Schroeder Barker, And Anthony",1,20093.4,20093.4
25918,Matthews-Stone,1,20091.04,20091.04
25919,"Randolph Yates, And White",1,20090.2,20090.2
25920,"Watson And Anderson, Lutz",1,20090.04,20090.04
25921,"Jenkins Andersen, Woods And",1,20088.57,20088.57
25922,Hicks-Perez,1,20086.22,20086.22
25923,"And Kim Tucker Hayes,",1,20084.47,20084.47
25924,"And Olson Edwards Davis,",1,20084.23,20084.23
25925,"And Carter Nolan Bates,",1,20083.54,20083.54
25926,"And Davies, Wilson Ortiz",1,20081.95,20081.95
25927,Chandler-Carey,1,20077.69,20077.69
25928,Plc Cunningham,1,20077.37,20077.37
25929,"Huang Valenzuela, And Garcia",1,20077.28,20077.28
25930,"And Gordon, Hamilton Hunter",1,20077.27,20077.27
25931,"White Morris Bailey, And",1,20076.93,20076.93
25932,Sons Levy And,1,20075.44,20075.44
25933,Collier-Morgan,1,20074.63,20074.63
25934,"Mcknight, Reed Mccoy And",1,20073.51,20073.51
25935,"Clarke, Roberts Simmons And",1,20065.36,20065.36
25936,Mann-Gomez,1,20064.8,20064.8
25937,Carlson-Davis,1,20063.62,20063.62
25938,Group Dominguez,1,20062.12,20062.12
25939,Moore-Hale,1,20059.45,20059.45
25940,Llc Raymond,1,20058.78,20058.78
25941,Burns-Murray,1,20058.19,20058.19
25942,"And Wells Mcdonald Frye,",1,20057.24,20057.24
25943,"Jones Mitchell, And Hernandez",1,20052.52,20052.52
25944,Weaver Ltd,1,20049.48,20049.48
25945,"Doyle, Turner Baldwin And",1,20049.31,20049.31
25946,"Wells And Marsh, Castaneda",1,20046.31,20046.31
25947,Jenkins-Ray,1,20045.43,20045.43
25948,"And Hayes Delgado Lane,",1,20045.02,20045.02
25949,"Johnson Lawrence And Anderson,",1,20043.21,20043.21
25950,English Llc,1,20043.12,20043.12
25951,Lawson Inc,1,20042.14,20042.14
25952,"Perez And Ward, Gonzales",1,20039.05,20039.05
25953,"And Sparks Perkins, Smith",1,20037.26,20037.26
25954,"Gutierrez Farmer Leblanc, And",1,20035.51,20035.51
25955,"Donaldson And Quinn, Garcia",1,20033.75,20033.75
25956,Ltd Mullen,1,20032.13,20032.13
25957,"Terry Jordan And Jones,",1,20031.37,20031.37
25958,"And Bowers Harrison Mckay,",1,20031.07,20031.07
25959,Tucker-Wright,1,20029.35,20029.35
25960,"Kennedy, And Burke Lewis",1,20028.74,20028.74
25961,Grant-Valencia,1,20027.35,20027.35
25962,Lopez-Hurst,1,20025.72,20025.72
25963,Richardson-Zimmerman,1,20025.24,20025.24
25964,"Collier And Kennedy Wolf,",1,20024.0,20024.0
25965,"Hall And Hebert Castillo,",1,20023.26,20023.26
25966,Ayers-Alvarez,1,20022.79,20022.79
25967,"Lopez, Mendoza And Silva",1,20022.04,20022.04
25968,Mcgee-Garza,1,20019.82,20019.82
25969,"Cole Shaw Simmons, And",1,20015.61,20015.61
25970,"And Dixon Williams, Torres",1,20014.11,20014.11
25971,"Nelson, Wall And Coffey",1,20013.08,20013.08
25972,Castaneda-Downs,1,20012.78,20012.78
25973,Hampton-Carter,1,20011.05,20011.05
25974,"Mitchell Phillips, Hernandez And",1,20010.56,20010.56
25975,Wu-Willis,1,20008.14,20008.14
25976,Sons Rodriguez And,3,20007.5,6669.17
25977,Webster-Hopkins,1,20007.37,20007.37
25978,"Rhodes Thomas Coffey, And",1,20006.85,20006.85
25979,Sons Pratt And,1,20005.3,20005.3
25980,"Church Gomez, And Singleton",1,20001.32,20001.32
25981,"And Howell, Richardson Fuentes",1,20000.53,20000.53
25982,Morris-Moreno,1,20000.37,20000.37
25983,"Farrell Kelly, Reed And",1,20000.29,20000.29
25984,Mcclure-Meyer,1,19996.63,19996.63
25985,Taylor-Stevens,1,19996.16,19996.16
25986,"Cabrera, And Anderson Clark",1,19995.35,19995.35
25987,Brooks-Wells,1,19995.2,19995.2
25988,"Walsh Alexander, And Dennis",1,19993.54,19993.54
25989,"Davenport Lucero, Brooks And",1,19991.63,19991.63
25990,"Schwartz Crawford Garcia, And",1,19986.47,19986.47
25991,"Watson And Lee Hahn,",1,19986.37,19986.37
25992,"Mills, Thomas And Hall",1,19985.77,19985.77
25993,Pena-Ryan,1,19985.73,19985.73
25994,"And Barnett Sanders, Williams",1,19979.87,19979.87
25995,Miller-Key,1,19979.74,19979.74
25996,Llc Winters,1,19979.28,19979.28
25997,Mooney And Sons,1,19977.79,19977.79
25998,"Hicks, Perez Watkins And",1,19977.38,19977.38
25999,Chang-Vega,1,19977.0,19977.0
26000,Thornton-Williams,1,19975.94,19975.94
26001,Thomas-Horton,1,19975.7,19975.7
26002,"Carrillo And Chang, Flynn",1,19975.18,19975.18
26003,"Olson Collins And Jones,",1,19974.58,19974.58
26004,Lucero-Jacobs,1,19974.5,19974.5
26005,Maxwell-Hutchinson,1,19973.97,19973.97
26006,Mitchell-Navarro,1,19973.46,19973.46
26007,"And Dyer Gonzalez Harris,",1,19970.81,19970.81
26008,"Vasquez And Carr Carpenter,",1,19970.33,19970.33
26009,Johnson-Rosales,1,19969.32,19969.32
26010,"Garcia, Gonzalez And Gentry",1,19966.65,19966.65
26011,Benson-Miller,1,19965.66,19965.66
26012,"And Johnson, Ortiz Gonzalez",1,19965.41,19965.41
26013,Davis-Campbell,1,19965.07,19965.07
26014,Morris-Carr,1,19964.5,19964.5
26015,Orr-Carr,1,19964.02,19964.02
26016,"Walters Garza And Brown,",1,19963.27,19963.27
26017,"Shields And Riggs Garcia,",1,19961.01,19961.01
26018,Cameron-Lawson,1,19960.47,19960.47
26019,"And Bradley Bartlett Perry,",1,19958.79,19958.79
26020,Grant-Brown,1,19957.7,19957.7
26021,Hunt-Pierce,1,19954.91,19954.91
26022,Calderon-Rodriguez,1,19954.13,19954.13
26023,"Good And Jackson Chang,",1,19954.07,19954.07
26024,Pearson-Nguyen,1,19953.04,19953.04
26025,"Randolph And Johnson Johnson,",1,19952.53,19952.53
26026,"Henson Smith Lester, And",1,19951.5,19951.5
26027,"Morgan, Stephenson And Frazier",1,19950.76,19950.76
26028,"Lozano, Avila And Jacobson",1,19947.51,19947.51
26029,Meza-Petty,1,19947.27,19947.27
26030,Davis-Hardin,1,19945.9,19945.9
26031,"Kim And Williams Richards,",1,19944.4,19944.4
26032,Brady-Harris,1,19943.95,19943.95
26033,And Hobbs Sons,1,19943.35,19943.35
26034,Plc Gardner,1,19942.66,19942.66
26035,Phillips-Martin,1,19942.39,19942.39
26036,Inc Poole,1,19941.6,19941.6
26037,"And Harrison, Wood Burns",1,19941.41,19941.41
26038,"Davis Ruiz And Hanna,",1,19938.54,19938.54
26039,"Diaz Ferrell Le, And",1,19937.03,19937.03
26040,"Hughes, And Forbes Nolan",1,19936.01,19936.01
26041,Huffman-Mooney,1,19934.26,19934.26
26042,"Hicks, Wilson And Johnson",1,19934.22,19934.22
26043,Torres-Cardenas,1,19933.72,19933.72
26044,Smith-Skinner,1,19932.54,19932.54
26045,Rubio-Brown,1,19931.49,19931.49
26046,Harrison-Gardner,1,19928.55,19928.55
26047,White-Walls,1,19926.02,19926.02
26048,"And Gomez, Hunt Carrillo",1,19925.17,19925.17
26049,Patterson-Lopez,2,19924.39,9962.2
26050,Torres-Cain,1,19924.28,19924.28
26051,"And Alvarez Banks, Munoz",1,19924.13,19924.13
26052,"And Ball Osborn, Horton",1,19923.32,19923.32
26053,Jones-Mcintyre,1,19923.27,19923.27
26054,"Watts And Hernandez, Conley",1,19919.63,19919.63
26055,Hamilton-Trevino,1,19918.99,19918.99
26056,Brown-Jordan,1,19918.73,19918.73
26057,Perez-Cervantes,1,19918.65,19918.65
26058,"And Lambert Wilson, Cooper",1,19917.66,19917.66
26059,"And Christensen Clark Johnson,",1,19915.22,19915.22
26060,Crane-Velez,1,19914.92,19914.92
26061,Lamb-Henry,1,19913.65,19913.65
26062,"Ramos And Brown Glover,",1,19910.64,19910.64
26063,"And Cervantes Woodward, Harris",1,19909.24,19909.24
26064,"Johnson, And Wood Brown",1,19906.5,19906.5
26065,"And Palmer Castro, Cabrera",1,19905.41,19905.41
26066,"Johnson Gonzalez, Hudson And",1,19903.82,19903.82
26067,"Wilcox And Cruz, Davis",1,19901.61,19901.61
26068,Dean-Harper,1,19900.48,19900.48
26069,"And Johnson Gomez, Silva",1,19899.04,19899.04
26070,Cortez-Vaughan,1,19898.71,19898.71
26071,"Randall, Gibson Parsons And",1,19897.93,19897.93
26072,"Taylor Avila, And Moody",1,19897.24,19897.24
26073,Jackson-Vargas,1,19895.58,19895.58
26074,Davila Group,1,19894.96,19894.96
26075,"Lopez And Jones, Byrd",1,19894.89,19894.89
26076,Sparks-Watkins,1,19892.08,19892.08
26077,"And Flores, Choi Fisher",1,19890.22,19890.22
26078,"Lewis And Garcia Barber,",1,19889.72,19889.72
26079,Williams-Navarro,1,19888.73,19888.73
26080,Cardenas-Beck,1,19888.5,19888.5
26081,"And Stein Wood Johnson,",1,19888.23,19888.23
26082,"And Hopkins Smith Young,",1,19888.0,19888.0
26083,And Russell Sons,1,19884.15,19884.15
26084,"Kennedy, Graves And Scott",1,19883.13,19883.13
26085,"Price And Bell, Rivers",1,19882.1,19882.1
26086,"Chambers, And Jackson Ortiz",1,19882.08,19882.08
26087,Sons And Lamb,1,19879.86,19879.86
26088,"And Baker, Thompson Shelton",1,19875.17,19875.17
26089,"And Morris, Baker Rodgers",1,19874.35,19874.35
26090,Group Villa,1,19873.89,19873.89
26091,Carlson-Hart,1,19872.57,19872.57
26092,Reed-Stevens,1,19871.47,19871.47
26093,English-Thomas,1,19868.92,19868.92
26094,"And Lee Farmer Wilcox,",1,19868.3,19868.3
26095,Robinson-Hart,1,19865.09,19865.09
26096,Palmer-Robbins,1,19863.23,19863.23
26097,"And Andrews, Armstrong Padilla",1,19862.16,19862.16
26098,"Mclaughlin, Bernard Pearson And",1,19858.67,19858.67
26099,Llc Nunez,1,19854.44,19854.44
26100,"And Maxwell, Alvarez Turner",1,19853.32,19853.32
26101,Cruz-Glenn,1,19852.38,19852.38
26102,Hart-Brock,1,19851.24,19851.24
26103,"And Maldonado, Owens Wright",1,19850.29,19850.29
26104,Ramos-Kramer,1,19849.31,19849.31
26105,Mccarthy-Young,1,19848.49,19848.49
26106,"Bennett Byrd, Cruz And",1,19847.2,19847.2
26107,"Hoffman Johnson, Johnson And",1,19846.02,19846.02
26108,Mcgrath-Norris,1,19845.04,19845.04
26109,"Villa Hamilton And Reid,",1,19844.89,19844.89
26110,"Stephens Chavez, And Reyes",1,19843.4,19843.4
26111,"Obrien, And Chapman Baker",1,19840.86,19840.86
26112,"Perez, Mccullough Jones And",1,19839.17,19839.17
26113,"Greene Mccarty Daniels, And",1,19838.95,19838.95
26114,"Taylor And Holmes, Hickman",1,19835.47,19835.47
26115,Whitney Plc,1,19834.57,19834.57
26116,Cole-Hansen,1,19832.15,19832.15
26117,Morales-Hernandez,1,19829.12,19829.12
26118,"Thomas, Osborne Bailey And",1,19828.84,19828.84
26119,"Long Wade, And Houston",1,19827.8,19827.8
26120,Peters-Miller,1,19827.63,19827.63
26121,"Ewing And Stout, Howard",1,19826.93,19826.93
26122,"Landry, Frye And Martin",1,19826.3,19826.3
26123,Landry Group,1,19826.12,19826.12
26124,Ray-Johnson,1,19826.01,19826.01
26125,"And Wall Mcclain Valdez,",1,19825.53,19825.53
26126,Jordan-Hood,1,19825.22,19825.22
26127,Berry Sons And,1,19824.35,19824.35
26128,"Marquez Brown, And Davis",1,19823.26,19823.26
26129,"Brown Melendez, Jones And",1,19820.22,19820.22
26130,"Ramirez Moreno And Bauer,",1,19818.67,19818.67
26131,"Snyder, And Munoz Murphy",1,19818.11,19818.11
26132,"Erickson Fletcher And Maynard,",1,19811.88,19811.88
26133,Kim-Wong,1,19811.75,19811.75
26134,"Luna Davis And Lee,",1,19810.98,19810.98
26135,"And Dixon, Lucero Young",1,19808.07,19808.07
26136,Brooks-Herring,1,19807.37,19807.37
26137,Jones-Serrano,1,19807.03,19807.03
26138,"Greene And Sawyer, Hayes",1,19806.02,19806.02
26139,Stephens-Fisher,1,19805.18,19805.18
26140,"Vargas Campbell, And Hernandez",1,19803.96,19803.96
26141,Barnes Inc,2,19803.54,9901.77
26142,"Santiago Snyder Garcia, And",1,19802.92,19802.92
26143,"Maldonado Stein, Knapp And",1,19799.3,19799.3
26144,"Porter Lopez Reed, And",1,19798.36,19798.36
26145,Wells-Adams,1,19797.51,19797.51
26146,Carey-Young,1,19796.7,19796.7
26147,"Smith, Bruce And Johnson",1,19795.42,19795.42
26148,"Williams And Perez Crosby,",1,19793.99,19793.99
26149,"And Davis Gonzalez, Smith",1,19793.76,19793.76
26150,"Palmer And Rodriguez, Barnes",1,19792.28,19792.28
26151,"Villanueva, Gill And Mullins",1,19784.71,19784.71
26152,Padilla-Walker,1,19784.63,19784.63
26153,"And Long Carr, Johnson",1,19783.94,19783.94
26154,"Fisher Smith And Durham,",1,19778.82,19778.82
26155,"Molina Butler And Cherry,",1,19773.42,19773.42
26156,Miller-Matthews,1,19772.11,19772.11
26157,"Martinez And Wheeler, Howard",1,19771.95,19771.95
26158,"Collins And Murray Taylor,",1,19769.29,19769.29
26159,Sons Pham And,1,19763.93,19763.93
26160,"And Alexander Hall Powers,",1,19761.97,19761.97
26161,Hall-James,1,19761.38,19761.38
26162,"Middleton Reed And Owens,",1,19760.25,19760.25
26163,"Thompson Eaton, Smith And",1,19759.9,19759.9
26164,Simpson-Frazier,1,19757.89,19757.89
26165,"And Alvarez Johnson, Nguyen",1,19757.2,19757.2
26166,Lee-Martinez,1,19756.57,19756.57
26167,Vance And Sons,1,19756.34,19756.34
26168,"And Edwards, Smith Dougherty",1,19755.64,19755.64
26169,Salas-Fitzgerald,1,19755.09,19755.09
26170,"Kelley And Tucker Wilson,",1,19754.79,19754.79
26171,Abbott-Coleman,1,19752.0,19752.0
26172,"Mcdonald And Cox Miller,",1,19751.51,19751.51
26173,"And Cox, Lawrence Grimes",1,19749.87,19749.87
26174,"Rivera, Larsen Rojas And",1,19748.58,19748.58
26175,Garner-Bowman,1,19746.83,19746.83
26176,"And Mcdaniel Swanson Carter,",1,19746.3,19746.3
26177,"Hernandez Wheeler And Johnson,",1,19745.28,19745.28
26178,"And Walls Black Morgan,",1,19743.13,19743.13
26179,"And Hall Heath, Morris",1,19742.64,19742.64
26180,Group Bernard,2,19740.15,9870.08
26181,Ltd Beck,1,19738.47,19738.47
26182,Farmer-Robinson,1,19738.15,19738.15
26183,"Charles, And Williams Reid",1,19737.65,19737.65
26184,"And Boone Hodges, Herring",1,19735.41,19735.41
26185,"And Kelly Johnson Nielsen,",1,19734.58,19734.58
26186,Llc Hurst,1,19734.34,19734.34
26187,"And Frye Jones Greene,",1,19732.87,19732.87
26188,Forbes-Johns,1,19732.2,19732.2
26189,Russo-Davis,1,19730.7,19730.7
26190,"Delacruz Ruiz, Haynes And",1,19730.64,19730.64
26191,"Stone Cantu, Lowery And",1,19730.22,19730.22
26192,Phillips-Harris,1,19729.4,19729.4
26193,"Foster Winters, Soto And",1,19728.45,19728.45
26194,Dunn-Lewis,1,19727.9,19727.9
26195,"And Garcia Johnston Williams,",1,19727.58,19727.58
26196,Foley-Estrada,1,19727.31,19727.31
26197,"And Steele, Bush Turner",1,19726.7,19726.7
26198,Mendez-Wilkerson,1,19726.47,19726.47
26199,"And Pierce Drake, Hoffman",1,19726.41,19726.41
26200,Miller-Stanley,1,19724.9,19724.9
26201,Rojas-Gibson,1,19724.67,19724.67
26202,"And Gomez, Williams Walker",1,19724.19,19724.19
26203,"Richards, Martinez And Skinner",1,19724.08,19724.08
26204,Vaughn-Murphy,1,19723.72,19723.72
26205,White-Hardy,1,19720.49,19720.49
26206,Ali Group,1,19720.04,19720.04
26207,"Ochoa And Hall, Ramos",1,19717.68,19717.68
26208,"And King Carter Kaufman,",1,19716.35,19716.35
26209,Payne-Miller,1,19716.11,19716.11
26210,"Navarro And Morales, Fowler",1,19714.79,19714.79
26211,"Everett And Morrison, Mccormick",1,19713.49,19713.49
26212,"Soto May, And Rich",1,19712.14,19712.14
26213,"Bell And Brown, Edwards",1,19711.23,19711.23
26214,"Holmes, Miller And Vargas",1,19711.05,19711.05
26215,Henderson Sons And,1,19705.88,19705.88
26216,"Smith, Phillips Smith And",1,19705.1,19705.1
26217,"Frank And Porter, Mcclure",1,19704.61,19704.61
26218,"Phelps, And Williams Briggs",1,19703.45,19703.45
26219,Blankenship-Collins,1,19702.97,19702.97
26220,"Johnson Carter Stone, And",1,19702.78,19702.78
26221,Edwards-Schmitt,1,19702.57,19702.57
26222,Li-Tucker,1,19700.53,19700.53
26223,Hernandez-Villegas,1,19700.16,19700.16
26224,"And Paul King Mora,",1,19699.87,19699.87
26225,Shaffer Ltd,1,19699.0,19699.0
26226,Johnston Ltd,2,19698.52,9849.26
26227,"Oliver Griffin Johnson, And",1,19698.0,19698.0
26228,Randolph-Fuentes,1,19696.62,19696.62
26229,"And Hancock, Long Rodriguez",1,19695.66,19695.66
26230,"Sweeney Valencia, Hammond And",1,19695.57,19695.57
